date,daily_sales
2010-12-01,53640.82000000003
2010-12-02,47555.5299999999
2010-12-03,39547.20999999983
2010-12-05,25853.20000000017
2010-12-06,50566.52000000012
2010-12-07,79902.36000000074
2010-12-08,40625.13999999989
2010-12-09,40980.96000000006
2010-12-10,52527.719999999914
2010-12-12,13738.48000000003
2010-12-13,35886.800000000054
2010-12-14,41661.7200000002
2010-12-15,30248.730000000116
2010-12-16,47748.08999999994
2010-12-17,31211.779999999773
2010-12-19,6653.939999999994
2010-12-20,22509.34
2010-12-21,33862.0299999999
2010-12-22,5488.849999999999
2010-12-23,9767.240000000013
2011-01-04,15008.820000000009
2011-01-05,30719.49000000004
2011-01-06,32123.100000000035
2011-01-07,22007.780000000068
2011-01-09,14306.040000000012
2011-01-10,19428.310000000005
2011-01-11,61577.06000000018
2011-01-12,20858.810000000052
2011-01-13,17534.059999999994
2011-01-14,16784.54999999996
2011-01-16,7242.0599999999795
2011-01-17,24957.420000000224
2011-01-18,91322.48000000021
2011-01-19,12852.35999999999
2011-01-20,15683.399999999932
2011-01-21,22631.07000000013
2011-01-23,9885.749999999969
2011-01-24,16731.299999999967
2011-01-25,23406.780000000108
2011-01-26,15885.049999999985
2011-01-27,18113.16000000006
2011-01-28,14836.889999999965
2011-01-30,6615.749999999991
2011-01-31,16812.240000000038
2011-02-01,25758.330000000024
2011-02-02,19138.72000000001
2011-02-03,19980.050000000072
2011-02-04,21638.14000000002
2011-02-06,3457.1099999999965
2011-02-07,23299.74999999998
2011-02-08,18325.46
2011-02-09,8588.46
2011-02-10,14014.030000000012
2011-02-11,19838.94999999998
2011-02-13,5713.629999999991
2011-02-14,21149.480000000058
2011-02-15,19199.650000000125
2011-02-16,20721.230000000065
2011-02-17,22809.63000000018
2011-02-18,14514.03
2011-02-20,9624.69000000003
2011-02-21,12782.81999999996
2011-02-22,28973.47000000013
2011-02-23,23619.050000000138
2011-02-24,20928.53000000008
2011-02-25,18658.459999999992
2011-02-27,9003.349999999973
2011-02-28,18180.36000000002
2011-03-01,14976.41999999997
2011-03-02,17846.65000000001
2011-03-03,17374.84999999999
2011-03-04,16487.289999999983
2011-03-06,10005.369999999983
2011-03-07,30354.36000000025
2011-03-08,22242.810000000165
2011-03-09,19168.170000000075
2011-03-10,17637.630000000016
2011-03-11,20199.200000000026
2011-03-13,3804.8299999999967
2011-03-14,18699.08000000005
2011-03-15,15535.099999999951
2011-03-16,20115.91000000004
2011-03-17,31827.290000000274
2011-03-18,24380.150000000023
2011-03-20,20360.400000000096
2011-03-21,16162.300000000037
2011-03-22,26745.1400000002
2011-03-23,19383.200000000044
2011-03-24,33742.19000000008
2011-03-25,24556.160000000044
2011-03-27,9077.299999999994
2011-03-28,18034.19
2011-03-29,50635.98000000006
2011-03-30,27857.260000000126
2011-03-31,26559.010000000108
2011-04-01,22816.43000000004
2011-04-03,6943.149999999999
2011-04-04,22706.00000000015
2011-04-05,19748.029999999995
2011-04-06,16219.159999999993
2011-04-07,15520.610000000006
2011-04-08,21792.97000000008
2011-04-10,9437.489999999969
